PP_CN_APT_ZeroT_7;Detects malware from the Proofpoint CN APT ZeroT incident;https://www.proofpoint.com/us/threat-insight/post/APT-targets-russia-belarus-zerot-plugx;2017-02-03 00:00:00;75;Florian Roth;APT,EXE,FILE;96b2ef6ddaf95435369b722c2a7392d9
PP_CN_APT_ZeroT_8;Detects malware from the Proofpoint CN APT ZeroT incident;https://www.proofpoint.com/us/threat-insight/post/APT-targets-russia-belarus-zerot-plugx;2017-02-03 00:00:00;75;Florian Roth;APT,FILE;9f0df450381784fdca015009e2aac39d
PP_CN_APT_ZeroT_9;Detects malware from the Proofpoint CN APT ZeroT incident;https://www.proofpoint.com/us/threat-insight/post/APT-targets-russia-belarus-zerot-plugx;2017-02-03 00:00:00;75;Florian Roth;APT,EXE,FILE;1adca49046647f85775cc08792fcdf08
PROMETHIUM_NEODYMIUM_Malware_1;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;2e863fc4a42b49cfa680ca6bd26908f8
PROMETHIUM_NEODYMIUM_Malware_2;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;357f9ca78dc0fea91b8f128999b43500
PROMETHIUM_NEODYMIUM_Malware_3;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;7e65cea6ec796e7793e698032345ff29
PROMETHIUM_NEODYMIUM_Malware_4;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;5080296c45ddb7a3810063298368a3a8
PROMETHIUM_NEODYMIUM_Malware_5;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;efcb13257666203517fa5aa0fafd7174
PROMETHIUM_NEODYMIUM_Malware_6;Detects PROMETHIUM and NEODYMIUM malware;https://goo.gl/8abDE6;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;accf1556411a9ff00b64aa7da987f1e7
PSAttack_EXE;PSAttack - Powershell attack tool - file PSAttack.exe;https://github.com/gdssecurity/PSAttack/releases/;2016-03-09 00:00:00;100;Florian Roth;EXE,FILE,HKTL;0f8ebb6ddb2d43b8d08e574400d1100c
PSAttack_ZIP;PSAttack - Powershell attack tool - file PSAttack.zip;https://github.com/gdssecurity/PSAttack/releases/;2016-03-09 00:00:00;100;Florian Roth;FILE,HKTL;d6c45386d85d3bb52893dd98f0e6c288
PS_AMSI_Bypass;Detects PowerShell AMSI Bypass;https://gist.github.com/mattifestation/46d6a2ebb4a1f4f0e7229503dc012ef1;2017-07-19 00:00:00;65;Florian Roth;SCRIPT;d95479ddc511fbf2247532be075ec50c
PScan_Portscan_1;PScan - Port Scanner;-;1970-01-01 01:00:00;50;F. Roth;HKTL;7f7a8c433de61dbe899f37401d7a821b
PUA_CryptoMiner_Jan19_1;Detects Crypto Miner strings;Internal Research;2019-01-31 00:00:00;75;Florian Roth;;7c46cdd3e29ce0eec3dd617ba817f6cf
PUA_LNX_XMRIG_CryptoMiner;Detects XMRIG CryptoMiner software;Internal Research;2018-06-28 00:00:00;75;Florian Roth;FILE,LINUX;dfebb470dadd3e1bfd0b1e1968107000
PUP_FancyBear_ComputraceAgent;Absolute Computrace Agent Executable;https://asert.arbornetworks.com/lojack-becomes-a-double-agent/;2018-05-01 00:00:00;75;ASERT - Arbor Networks (slightly modified by Florian Roth);EXE,FILE;c78a790969382a5ef98dad277976cfe4
PUP_InstallRex_AntiFWb;Malware InstallRex / AntiFW;-;2015-05-13 00:00:00;55;Florian Roth;EXE,FILE,MAL;a1cd7791e4c3ece7aecf257fccb6b34a
Pack_InjectT;Webshells Auto-generated - file InjectT.exe;-;1970-01-01 01:00:00;75;Florian Roth;HKTL,WEBSHELL;6b47320e79b393f2560584c41c82feba
Partial_Implant_ID;Detects implant from NCSC report;https://www.ncsc.gov.uk/alerts/hostile-state-actors-compromising-uk-organisations-focus-engineering-and-industrial-control;2018-04-06 00:00:00;75;NCSC;EXE,FILE;a7976cc49a7eba67efc1a72059839d02
PassCV_Sabre_Malware_1;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;daad0a2ca7c65bc2f8393045ac33b953
PassCV_Sabre_Malware_2;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;7e21a6349a5874e448ffc2d43c5f19db
PassCV_Sabre_Malware_3;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;ebb54c36a25bc08a558985ae076bbcff
PassCV_Sabre_Malware_4;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;143ff0a4c3219e375a7bb765cfddfec5
PassCV_Sabre_Malware_5;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;07ac6a98fad12349f0c104d6cafdde63
PassCV_Sabre_Malware_Excalibur_1;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;112ec4a29c607785bb7b5c1405b58a36
PassCV_Sabre_Malware_Signing_Cert;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;50;Florian Roth;EXE,FILE,MAL;9b3e1da1d13ae77c2377533069d006f2
PassCV_Sabre_Tool_NTScan;PassCV Malware mentioned in Cylance Report;https://blog.cylance.com/digitally-signed-malware-targeting-gaming-companies;2016-10-20 00:00:00;75;Florian Roth;EXE,FILE,MAL;496b560f312841437b30fb3896d731c7
PassSniffer;Disclosed hacktool set (old stuff) - file PassSniffer.exe;-;2014-11-23 00:00:00;60;Florian Roth;HKTL;6a4e912de55904c193f877096a7a7ed7
PassSniffer_zip_Folder_readme;Disclosed hacktool set (old stuff) - file readme.txt;-;2014-11-23 00:00:00;60;Florian Roth;HKTL;43439c6ec6d0fa7211258bd0173288b0
PasswordPro_NTLM_DLL;Auto-generated rule - file NTLM.dll;PasswordPro;2017-08-27 00:00:00;75;Florian Roth;EXE,FILE,HKTL;342a937d9df3dadd0fe5887f4d02d241
PasswordReminder;Webshells Auto-generated - file PasswordReminder.exe;-;1970-01-01 01:00:00;75;Florian Roth;WEBSHELL;6bed9e9c6403073300b020a64a29fca7
PasswordsPro;Auto-generated rule - file PasswordsPro.exe;PasswordPro;2017-08-27 00:00:00;75;Florian Roth;EXE,FILE,HKTL;c1b3ea81d16beeaee970533cb07a26b9
Pastebin_Webshell;Detects a web shell that downloads content from pastebin.com http://goo.gl/7dbyZs;http://goo.gl/7dbyZs;2015-01-13 00:00:00;70;Florian Roth;WEBSHELL;25f212d9622c34bc411fd0d94f0978e5
Payload_Exe2Hex;Detects payload generated by exe2hex;https://github.com/g0tmi1k/exe2hex;2016-01-15 00:00:00;70;Florian Roth;;707a426b0f3998308db999d34d06e37e
Pc_pc2015;Chinese Hacktool Set - file pc2015.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;5651cbb54fda28dab576e2de3b614255
Pc_rejoice;Chinese Hacktool Set - file rejoice.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;1690950a8c97ed0ae6fb752094c72562
Pc_xai;Chinese Hacktool Set - file xai.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;d29460bb493b501c962925af4ed4e50b
Persistence_Agent_MacOS;Detects a Python agent that establishes persistence on macOS;https://ghostbin.com/paste/mz5nf;1970-01-01 01:00:00;75;John Lambert @JohnLaTwC;FILE,MACOS,SCRIPT;ca7e38e44cadc90be6a8ed2153501577
PhpShell;Webshells Auto-generated - file PhpShell.php;-;1970-01-01 01:00:00;75;Florian Roth;WEBSHELL;f30ab4dfe629f32a644b8dc1272147ad
Phyton_Shell_py;Semi-Auto-generated  - file Phyton Shell.py.txt;-;1970-01-01 01:00:00;75;Neo23x0 Yara BRG + customization by Stefan -dfate- Molls;WEBSHELL;4388daa4cbc7f63d463150b9ce124df3
Ping_Command_in_EXE;Detects an suspicious ping command execution in an executable;Internal Research;2016-11-03 00:00:00;60;Florian Roth;EXE,FILE;a95f24ce64632b83205a8a8f97ff2fcf
Pirpi_1609_A;Detects Pirpi Backdoor - and other malware (generic rule);http://goo.gl/igxLyF;2016-09-08 00:00:00;75;Florian Roth;EXE,FILE,MAL;b4b7e337b1e641c942fcb2c3e910f9ab
Pirpi_1609_B;Detects Pirpi Backdoor;http://goo.gl/igxLyF;2016-09-08 00:00:00;75;Florian Roth;EXE,FILE,MAL;37e771945b4ec74ca63c48993a31dc2d
PlugX_J16_Gen2;Detects PlugX Malware Samples from June 2016;VT Research;2016-06-08 00:00:00;75;Florian Roth;EXE,FILE,MAL;83646ed9e41706f8c041b82fed34b529
PlugX_J16_Gen;Detects PlugX Malware samples from June 2016;VT Research;2016-06-08 00:00:00;75;Florian Roth;EXE,FILE,GEN,MAL;094d34874121d556cb002e6a43907346
PlugX_NvSmartMax_Gen;Threat Group 3390 APT Sample - PlugX NvSmartMax Generic;http://snip.ly/giNB;2015-08-06 00:00:00;70;Florian Roth;APT,EXE,FILE,GEN;df2d1bff9a74e9816e1036bbe0e3cca6
PoS_Malware_MalumPOS;Used to detect MalumPOS memory dumper;-;2015-05-25 00:00:00;75;Trend Micro, Inc.;MAL;bace8b0acb940602c80323e6611563df
PoS_Malware_MalumPOS_Config;MalumPOS Config File;http://blog.trendmicro.com/trendlabs-security-intelligence/trend-micro-discovers-malumpos-targets-hotels-and-other-us-industries/;2015-06-25 00:00:00;75;Florian Roth;EXTVAR,MAL;c850ecd21ce9e216491d1e4841f856e8
PoisonIvy_Generic_3;PoisonIvy RAT Generic Rule;-;2015-05-14 00:00:00;75;Florian Roth;EXE,FILE,GEN,MAL;d328e9cfec40ad7165205c45f75f6a98
PoisonIvy_RAT_ssMUIDLL;Detects PoisonIvy RAT DLL mentioned in Palo Alto Blog in April 2016;http://goo.gl/WiwtYT;2016-04-22 00:00:00;75;Florian Roth (with the help of yarGen and Binarly);EXE,FILE,MAL;a5639d3f4a75db637e71ed863d3b265d
PoisonIvy_Sample_5;Detects PoisonIvy RAT sample set;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;EXE,FILE,MAL;27964b182c4d499dd07553c9b2c9f969
PoisonIvy_Sample_6;Detects PoisonIvy RAT sample set;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;EXE,FILE,MAL;8d96097435d40c03eb06faf0fc66c1fc
PoisonIvy_Sample_7;Detects PoisonIvy RAT sample set;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;EXE,FILE,MAL;1fa64afa8039473aa7d78c09185d4dcf
PoisonIvy_Sample_APT;Detects a PoisonIvy APT malware group;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;APT,EXE,FILE;90058a251417bae9d1acb97dabc47fef
PoisonIvy_Sample_APT_2;Detects a PoisonIvy Malware;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;APT,EXE,FILE,MAL;e22c13963b1026ed0fcc8b8dea77344c
PoisonIvy_Sample_APT_3;Detects a PoisonIvy Malware;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;APT,EXE,FILE,MAL;0c0a66a68a80c08a83a022b4fc46e1f6
PoisonIvy_Sample_APT_4;Detects a PoisonIvy Sample APT;VT Analysis;2015-06-03 00:00:00;70;Florian Roth;APT,EXE,FILE;e4d80dd1dedeedb8ede74ae9b78eb747
PortRacer;Auto-generated rule on file PortRacer.exe;-;1970-01-01 01:00:00;75;yarGen Yara Rule Generator by Florian Roth;HKTL;a35418145e60d16c183ece3ceba8b278
PortScanner;Auto-generated rule on file PortScanner.exe;-;1970-01-01 01:00:00;75;yarGen Yara Rule Generator by Florian Roth;HKTL;72ce56115aee4b2f7b5ddaa5456d7607
PoseidonGroup_MalDoc_1;Detects Poseidon Group - Malicious Word Document;https://securelist.com/blog/research/73673/poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage/;2016-02-09 00:00:00;80;Florian Roth;FILE,OFFICE;9bceecc0da91439cde483376c77087b9
PoseidonGroup_MalDoc_2;Detects Poseidon Group - Malicious Word Document;https://securelist.com/blog/research/73673/poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage/;2016-02-09 00:00:00;70;Florian Roth;FILE,OFFICE;f886f4bd346a463de03e14c170eab16b
PoseidonGroup_Malware;Detects Poseidon Group Malware;https://securelist.com/blog/research/73673/poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage/;2016-02-09 00:00:00;85;Florian Roth;EXE,FILE,MAL;c788eaa9dae39d1d31b7f6910e774162
PowerShdll;Detects hack tool PowerShdll;https://github.com/p3nt4/PowerShdll;2017-08-03 00:00:00;75;Florian Roth;;5123079ea0d28aa987071c708c4e1140
PowerShell_Case_Anomaly;Detects obfuscated PowerShell hacktools;https://twitter.com/danielhbohannon/status/905096106924761088;2017-08-11 00:00:00;70;Florian Roth;OBFUS,SCRIPT;0ea7d44eb533b104fac3b1bc8a8cd269
PowerShell_Emp_Eval_Jul17_A1;Detects suspicious sample with PowerShell content ;PowerShell Empire Eval;2017-07-27 00:00:00;75;Florian Roth;EXE,FILE,SCRIPT;4e7880c7622c27bcf0c5e04619f15879
PowerShell_Emp_Eval_Jul17_A2;Detects suspicious sample with PowerShell content ;PowerShell Empire Eval;2017-07-27 00:00:00;75;Florian Roth;EXE,FILE,SCRIPT;4c752c597d8c3a319901aa6ee0735bd3
PowerShell_ISESteroids_Obfuscation;Detects PowerShell ISESteroids obfuscation;https://twitter.com/danielhbohannon/status/877953970437844993;2017-06-23 00:00:00;75;Florian Roth;OBFUS,SCRIPT;e40c9648874e86136bb44852d5e4d4ec
PowerShell_JAB_B64;Detects base464 encoded $ sign at the beginning of a string;https://twitter.com/ItsReallyNick/status/980915287922040832;2018-04-02 00:00:00;60;Florian Roth;SCRIPT;a3d7993cee55dbaed475a0ce551062ea
PowerShell_Mal_HackTool_Gen;Detects PowerShell hack tool samples - generic PE loader;Internal Research;2017-11-02 00:00:00;75;Florian Roth;GEN,HKTL,SCRIPT;111886d3511eeef5dff5e328bd686135
PowerShell_Suite_Eidolon;Detects PowerShell Suite Eidolon script - file Start-Eidolon.ps1;https://github.com/FuzzySecurity/PowerShell-Suite;2017-12-27 00:00:00;75;Florian Roth;FILE,SCRIPT;a930332d686ee27e385a839cb0d23c26
PowerShell_Suite_Hacktools_Gen_Strings;Detects strings from scripts in the PowerShell-Suite repo;https://github.com/FuzzySecurity/PowerShell-Suite;2017-12-27 00:00:00;75;Florian Roth;GEN,SCRIPT;c054953c2a313abed276db2f60c305a6
PowerShell_Susp_Parameter_Combo;Detects PowerShell invocation with suspicious parameters;https://goo.gl/uAic1X;2017-03-12 00:00:00;60;Florian Roth;ANOMALY,SCRIPT;52cdea0c983cae62e9d8ca3bf497d3d7
PowerShell_in_Word_Doc;Detects a powershell and bypass keyword in a Word document;Internal Research - ME;2017-06-27 00:00:00;50;Florian Roth;FILE,OFFICE,SCRIPT;54f05e36c14d39ad8b83b7bbc4bd8ce0
Powerkatz_DLL_Generic;Detects Powerkatz - a Mimikatz version prepared to run in memory via Powershell (overlap with other Mimikatz versions is possible);PowerKatz Analysis;2016-02-05 00:00:00;80;Florian Roth;EXE,FILE,GEN;64da045ef05b6f27216f9710c37786fd
Powershell_Attack_Scripts;Powershell Attack Scripts;-;2016-03-09 00:00:00;70;Florian Roth;HKTL;55f5f534fbdd6acef0424f11ad673371
Powershell_Netcat;Detects a Powershell version of the Netcat network hacking tool;-;2014-10-10 00:00:00;60;Florian Roth;HKTL;1bd48741d1e9a01f94eaebfd8d632e6a
Prikormka;-;-;1970-01-01 01:00:00;75;-;EXTVAR,REQ_PRIVATE;9321d3a0b7490d6d9d5ea8924093d083
ProPort_zip_Folder_ProPort;Auto-generated rule on file ProPort.exe;-;1970-01-01 01:00:00;75;yarGen Yara Rule Generator by Florian Roth;HKTL;4ace211713e214a904185a3cb2d98d8c
ProcessInjector_Gen;Detects a process injection utility that can be used ofr good and bad purposes;https://github.com/cuckoosandbox/monitor/blob/master/bin/inject.c;2018-04-23 00:00:00;60;Florian Roth;EXE,FILE,GEN,HKTL;60cecb6e31198bb728d89e2789b36f46
Project1;Chinese Hacktool Set - file Project1.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;2947fb47f69c98fa6746054de6a7b090
ProjectM_CrimsonDownloader;Detects ProjectM Malware - file dc8bd60695070152c94cbeb5f61eca6e4309b8966f1aa9fdc2dd0ab754ad3e4c;http://researchcenter.paloaltonetworks.com/2016/03/unit42-projectm-link-found-between-pakistani-actor-and-operation-transparent-tribe/;2016-03-26 00:00:00;75;Florian Roth;EXE,FILE,MAL;28e2590553bc525851502e19a7ac4f1f
ProjectM_DarkComet_1;Detects ProjectM Malware - file cc488690ce442e9f98bac651218f4075ca36c355d8cd83f7a9f5230970d24157;http://researchcenter.paloaltonetworks.com/2016/03/unit42-projectm-link-found-between-pakistani-actor-and-operation-transparent-tribe/;2016-03-26 00:00:00;75;Florian Roth;EXE,FILE,MAL;6d0ebbf65f5e61c6024ec9d07f93cf91
Pupy_Backdoor;Detects Pupy backdoor;https://github.com/n1nj4sec/pupy-binaries;2017-08-11 00:00:00;75;Florian Roth;EXE,FILE,MAL;bab0f20bacc6d524ab474b9d34edea3a
PwDump;PwDump 6 variant;-;2014-04-24 00:00:00;70;Marc Stroebel;HKTL;70a27411f65538a9b21829f41095318b
PwDump_B;Detects a tool used by APT groups - file PwDump.exe;http://goo.gl/igxLyF;2016-09-08 00:00:00;75;Florian Roth;APT,EXE,FILE,HKTL;d424c9dc593ae76f85d29ceb3ec20603
QQBrowser;Not malware but suspicious browser - file QQBrowser.exe;https://goo.gl/4pTkGQ;2017-06-02 00:00:00;50;Florian Roth;EXE,FILE;3a8add557b5d4287bea9f3fc41eab8dc
QQ_zip_Folder_QQ;Disclosed hacktool set (old stuff) - file QQ.exe;-;2014-11-23 00:00:00;60;Florian Roth;HKTL;2de77a858d518a0a9551cab2bf8cb6bb
QuarksPwDump_Gen;Detects all QuarksPWDump versions;-;2015-09-29 00:00:00;80;Florian Roth;GEN,HKTL;361b37066f8dc0952f15d9d3f7e7becf
Quasar_RAT_1;Detects Quasar RAT;https://www.pwc.co.uk/cyber-security/pdf/cloud-hopper-annex-b-final.pdf;2017-04-07 00:00:00;75;Florian Roth;EXE,FILE,MAL;af44fc8c42377d91843afe7d2f35c93a
Quasar_RAT_2;Detects Quasar RAT;https://www.pwc.co.uk/cyber-security/pdf/cloud-hopper-annex-b-final.pdf;2017-04-07 00:00:00;75;Florian Roth;EXE,FILE,MAL;d8bba788903f2f780dd1c4d39b0264ad
Quasar_RAT_Jan18_1;Detects Quasar RAT;https://researchcenter.paloaltonetworks.com/2018/01/unit42-vermin-quasar-rat-custom-malware-used-ukraine/;2018-01-29 00:00:00;75;Florian Roth;EXE,FILE,MAL;f2eb9597aff70686e9b2b1946dc34584
Query_Javascript_Decode_Function;Detects malware mentioned in TA18-074A;-;1970-01-01 01:00:00;75;other;;2ab53fdf8d76be5dc4b3f6a4ef5e881f
Query_XML_Code_MAL_DOC_PT_2;Detects malware mentioned in TA18-074A;-;1970-01-01 01:00:00;75;other;FILE;67a7f44c74b9179e3ea93bfe8e9473a2
RAT_AAR;Detects AAR RAT;http://malwareconfig.com/stats/AAR;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;a306245540f7002b6ddd9e6d80712c78
RAT_Adzok;Detects Adzok RAT;http://malwareconfig.com/stats/Adzok;2015-05-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;fbd894f517e8b0d1c698a1d821ea986d
RAT_Ap0calypse;Detects Ap0calypse RAT;http://malwareconfig.com/stats/Ap0calypse;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;9d58adf7ef08895eb7a16bf19aef3292
RAT_Arcom;Detects Arcom RAT;http://malwareconfig.com/stats/Arcom;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;e8297bf2b043ac7141417896d49d8d5a
RAT_Bandook;Detects Bandook RAT;http://malwareconfig.com/stats/bandook;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;15a841b35410c70ec909c1b8b865e350
RAT_BlackNix;Detects BlackNix RAT;http://malwareconfig.com/stats/BlackNix;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;ec8fb07a31cde3ca070710ae4bf59ab4
RAT_BlackShades;Detects BlackShades RAT;http://blog.cylance.com/a-study-in-bots-blackshades-net;2014-04-06 00:00:00;75;Brian Wallace (@botnet_hunter);MAL;418d806fe9d6686646bbc433d0d46b3c
RAT_BlueBanana;Detects BlueBanana RAT;http://malwareconfig.com/stats/BlueBanana;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;a5022d1e509327a750286d8b8074cf83
RAT_Bozok;Detects Bozok RAT;http://malwareconfig.com/stats/Bozok;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;7b127ab2a9ef34ce567b04628a8a409d
RAT_ClientMesh;Detects ClientMesh RAT;http://malwareconfig.com/stats/ClientMesh;2014-06-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net> (slightly modified by Florian Roth to improve performance);MAL;7891246ee384a40f660a7107d86d099a
RAT_CyberGate;Detects CyberGate RAT;http://malwareconfig.com/stats/CyberGate;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;07987888abcbb0373ca55061a61ba411
RAT_DarkComet;Detects DarkComet RAT;http://malwareconfig.com/stats/DarkComet;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;8d8233a29fd6db35be27520d5fe482aa
RAT_DarkRAT;Detects DarkRAT;http://malwareconfig.com/stats/DarkRAT;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;fbaa94978a3339be661d0298b085814a
RAT_Greame;Detects Greame RAT;http://malwareconfig.com/stats/Greame;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;1b74932abe0b0bff2bd777a36b0f055e
RAT_HawkEye;Detects HawkEye RAT;http://malwareconfig.com/stats/HawkEye;2015-06-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;4c252d2693fe9eb8e651c904e67bf3d9
RAT_Imminent;Detects Imminent RAT;http://malwareconfig.com/stats/Imminent;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;99656fdf3a4552add06c1c886df3d0ab
RAT_Infinity;Detects Infinity RAT;http://malwareconfig.com/stats/Infinity;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;fa3bbcd30e5109ed88a257955e124d62
RAT_JavaDropper;Detects JavaDropper RAT;http://malwareconfig.com/stats/JavaDropper;2015-10-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net> (slightly modified by Florian Roth to improve performance);MAL;e122da42c6300e44a48a8d776d616d03
RAT_LostDoor;Detects LostDoor RAT;http://malwareconfig.com/stats/LostDoor;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;61faa56a4c8146d1b2b9026fccdedb19
RAT_LuminosityLink;Detects LuminosityLink RAT;http://malwareconfig.com/stats/LuminosityLink;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;c58371c88a4b85d92909e7e0fcbccbc0
RAT_LuxNet;Detects LuxNet RAT;http://malwareconfig.com/stats/LuxNet;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;c55487fbdf87e62099e32b5c8a1d3d8d
RAT_NetWire;Detects NetWire RAT;http://malwareconfig.com/stats/NetWire;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net> & David Cannings;MAL;df9f47c7490ba357d861b5bbb9cc225f
RAT_Pandora;Detects Pandora RAT;http://malwareconfig.com/stats/Pandora;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;835db1e550e7276ddbfa5074af1d4290
RAT_Paradox;Detects Paradox RAT;http://malwareconfig.com/stats/Paradox;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;46b73aafbc7eab48dcb755a053a9092b
RAT_Plasma;Detects Plasma RAT;http://malwareconfig.com/stats/Plasma;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;5a11d3053ced09b506516dcbfae6a890
RAT_PoisonIvy;Detects PoisonIvy RAT;http://malwareconfig.com/stats/PoisonIvy;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;de1090753a4be8b0b219b5d776dc7dd6
RAT_PredatorPain;Detects PredatorPain RAT;http://malwareconfig.com/stats/PredatorPain;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;f7424a8cc166234368ef10c04b7bc9bf
RAT_Punisher;Detects Punisher RAT;http://malwareconfig.com/stats/Punisher;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;b44bd865375af51cf4c71effb8bbdf01
RAT_PythoRAT;Detects Python RAT;http://malwareconfig.com/stats/PythoRAT;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL,SCRIPT;410130fdcb7364c7b5f2cedbb95ce081
RAT_QRat;Detects QRAT;http://malwareconfig.com;2015-08-06 00:00:00;75;Kevin Breen @KevTheHermit;MAL;d0c1434b1d4771ddd8d0984d9ef5bf70
RAT_Sakula;Detects Sakula v1.0 RAT;http://blog.airbuscybersecurity.com/public/YFR/sakula_v1x.yara;2015-10-13 00:00:00;75;Airbus Defence and Space Cybersecurity CSIRT - Yoann Francou / NCC Group David Cannings;EXE,FILE,MAL;2a21511dd726187c32de1faf9d457b6c
RAT_ShadowTech;Detects ShadowTech RAT;http://malwareconfig.com/stats/ShadowTech;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;d94cb66a00839e41d8770d49d5b66c24
RAT_SmallNet;Detects SmallNet RAT;http://malwareconfig.com/stats/SmallNet;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;3b6f5bec88bf6d117c4e420dd75bfd6b
RAT_SpyGate;Detects SpyGate RAT;http://malwareconfig.com/stats/SpyGate;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;14fba8e488520b3f1dba1b769b9b2186
RAT_Sub7Nation;Detects Sub7Nation RAT;http://malwareconfig.com/stats/Sub7Nation;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net> (slightly modified by Florian Roth to improve performance);MAL;6e6ea397a253bd1555f40d5fd5ea131e
RAT_Vertex;Detects Vertex RAT;http://malwareconfig.com/stats/Vertex;2014-04-06 00:00:00;75;Kevin Breen <kevin@techanarchy.net>;MAL;c0083b96ee11ff45898303ed862f93f6
